database,workload,iteration,start_node,latency_ms,success,error,concurrency,op_type
cognodb,filtered_lookup,59,9502360,365.492,True,,,read
cognodb,filtered_lookup,60,9503294,344.9042,True,,,read
cognodb,filtered_lookup,61,9504347,361.989,True,,,read
cognodb,filtered_lookup,62,9505303,282.2599,True,,,read
cognodb,filtered_lookup,63,9505310,409.6242,True,,,read
cognodb,filtered_lookup,64,9505324,437.6335,True,,,read
cognodb,filtered_lookup,65,9508299,505.6006,True,,,read
cognodb,filtered_lookup,66,9509349,362.7384,True,,,read
cognodb,filtered_lookup,67,9603367,333.2506,True,,,read
cognodb,filtered_lookup,68,9603420,298.6598,True,,,read
cognodb,filtered_lookup,69,9606252,359.5087,True,,,read
cognodb,filtered_lookup,70,9609217,350.1372,True,,,read
cognodb,filtered_lookup,71,9609470,303.447,True,,,read
cognodb,filtered_lookup,72,9610393,360.3602,True,,,read
cognodb,filtered_lookup,73,9701246,344.062,True,,,read
cognodb,filtered_lookup,74,9702270,283.4697,True,,,read
cognodb,filtered_lookup,75,9703209,297.8596,True,,,read
cognodb,filtered_lookup,76,9703232,301.8378,True,,,read
cognodb,filtered_lookup,77,9703423,308.2834,True,,,read
cognodb,filtered_lookup,78,9705262,283.2955,True,,,read
cognodb,filtered_lookup,79,9706541,311.9727,True,,,read
cognodb,filtered_lookup,80,9707250,361.1161,True,,,read
cognodb,filtered_lookup,81,9707282,286.1562,True,,,read
cognodb,filtered_lookup,82,9707295,364.8755,True,,,read
cognodb,filtered_lookup,83,9710376,352.2361,True,,,read
cognodb,filtered_lookup,84,9711261,342.1842,True,,,read
cognodb,filtered_lookup,85,9711379,405.9901,True,,,read
cognodb,filtered_lookup,86,9803439,415.9151,True,,,read
cognodb,filtered_lookup,87,9804298,393.9741,True,,,read
cognodb,filtered_lookup,88,9804313,345.5659,True,,,read
cognodb,filtered_lookup,89,9804343,339.7124,True,,,read
cognodb,filtered_lookup,90,9805465,287.0831,True,,,read
cognodb,filtered_lookup,91,9809529,298.7887,True,,,read
cognodb,filtered_lookup,92,9810418,310.6638,True,,,read
cognodb,filtered_lookup,93,9811432,286.0012,True,,,read
cognodb,filtered_lookup,94,9811469,311.2862,True,,,read
cognodb,filtered_lookup,95,9812342,359.9254,True,,,read
cognodb,filtered_lookup,96,9906506,282.6447,True,,,read
cognodb,filtered_lookup,97,9907534,354.4783,True,,,read
cognodb,filtered_lookup,98,9909234,372.4634,True,,,read
cognodb,filtered_lookup,99,9909512,293.345,True,,,read
cognodb,aggregation,0,,2429.2298,True,,,read
cognodb,aggregation,1,,1335.2816,True,,,read
cognodb,aggregation,2,,1304.619,True,,,read
cognodb,aggregation,3,,1499.8185,True,,,read
cognodb,aggregation,4,,1470.8885,True,,,read
cognodb,aggregation,5,,2237.4715,True,,,read
cognodb,aggregation,6,,1475.151,True,,,read
